month,day,hour,temperature_2m,dew_point_2m,rain,wind_speed_10m,wind_direction_10m,wind_gusts_10m,is_day,month,day,hour
1,1,0,8.219,3.7689998,0,33.26252,260.028,60.479996,0,1,1,0
1,1,1,8.3689995,3.7189999,0,30.811037,263.29025,54.36,0,1,1,1
1,1,2,7.7190003,3.7189999,0,32.2034,264.22577,56.88,0,1,1,2
1,1,3,7.3190002,3.5189998,0,30.413074,263.88458,55.8,0,1,1,3
1,1,4,7.4690003,3.319,0,29.5551,267.20737,52.92,0,1,1,4
1,1,5,7.3190002,2.2689998,0,27.381308,267.73953,51.48,0,1,1,5
1,1,6,7.119,1.769,0,25.959969,266.82022,47.88,0,1,1,6
1,1,7,6.919,1.519,0,22.553936,261.74066,45,0,1,1,7
1,1,8,7.0690002,1.419,0,21.791153,262.40546,40.68,0,1,1,8
1,1,9,7.169,2.119,0,19.734436,255.20319,37.44,1,1,1,9
1,1,10,8.069,2.569,0,18.692286,254.3577,34.2,1,1,1,10
1,1,11,9.219,3.569,0,15.7908325,245.77226,32.399998,1,1,1,11
1,1,12,9.769,3.869,0,16.610792,240.10118,30.239998,1,1,1,12
1,1,13,9.318999,5.019,0.3,21.650938,227.02136,39.239998,1,1,1,13
1,1,14,9.1189995,6.019,0.2,17.57744,214.9921,37.44,1,1,1,14
1,1,15,9.019,6.5690002,0.2,18.35647,205.55992,31.68,1,1,1,15
1,1,16,9.068999,7.619,1.3,28.817993,192.99461,46.079998,1,1,1,16
1,1,17,9.219,7.869,0.9,31.093666,185.31445,54.719997,0,1,1,17
1,1,18,9.519,8.169,1.6,32.831135,183.7722,58.32,0,1,1,18
1,1,19,9.818999,8.419,1.9,35.728977,184.0444,63.36,0,1,1,19
1,1,20,10.1189995,8.769,3.2,43.085846,189.61966,73.079994,0,1,1,20
1,1,21,11.068999,9.3689995,1.6,30.589407,206.56499,75.6,0,1,1,21
1,1,22,11.519,10.068999,3.2,42.351673,215.3113,72.72,0,1,1,22
1,1,23,11.969,10.769,3,43.237484,230.74417,78.479996,0,1,1,23
1,2,0,12.469,10.6189995,0.1,36.969738,247.68051,75.6,0,1,2,0
1,2,1,12.469,10.969,0.1,36.58918,246.20921,67.67999,0,1,2,1
1,2,2,12.019,10.469,0,31.688177,248.68202,63.72,0,1,2,2
1,2,3,11.6189995,10.3689995,0,27.475807,248.47733,55.079998,0,1,2,3
1,2,4,11.3689995,10.419,0,25.772078,245.22488,47.519997,0,1,2,4
1,2,5,11.469,10.318999,0,23.532547,240.6901,45,0,1,2,5
1,2,6,11.469,10.769,0.1,21.142147,227.07004,40.32,0,1,2,6
1,2,7,11.469,11.019,0.5,19.08,211.89075,36.36,0,1,2,7
1,2,8,11.318999,10.8689995,1.7,21.99538,201.10492,36.719997,0,1,2,8
1,2,9,11.969,11.318999,2.2,32.185287,216.3573,53.639996,1,1,2,9
1,2,10,12.419,11.3689995,2.9,40.220234,224.9999,69.12,1,1,2,10
1,2,11,12.318999,11.3689995,4.1,43.35572,215.53777,73.799995,1,1,2,11
1,2,12,12.419,11.3689995,3.1,46.8,216.86998,82.439995,1,1,2,12
1,2,13,12.6189995,11.219,0.6,49.95835,222.07921,86.03999,1,1,2,13
1,2,14,12.068999,9.919,0.5,52.408134,230.29526,92.88,1,1,2,14
1,2,15,11.519,7.669,0,49.749084,251.43384,99.36,1,1,2,15
1,2,16,10.919,7.369,0,38.484653,252.58194,87.479996,1,1,2,16
1,2,17,10.669,7.2190003,0,35.406506,251.01228,70.92,0,1,2,17
1,2,18,10.219,7.119,0,32.587456,253.96759,69.12,0,1,2,18
1,2,19,10.019,6.519,0,30.911821,255.1545,64.799995,0,1,2,19
1,2,20,9.719,6.5690002,0,27.44749,253.2287,57.6,0,1,2,20
1,2,21,9.719,6.869,0,28.460497,251.56496,52.199997,0,1,2,21
1,2,22,9.568999,6.869,0,26.208395,249.07542,51.839996,0,1,2,22
1,2,23,9.669,7.0690002,0,25.20257,248.19853,47.519997,0,1,2,23
1,3,0,9.669,7.5690002,0,26.886963,243.77809,47.88,0,1,3,0
1,3,1,9.519,7.519,1,31.67386,238.47787,54,0,1,3,1
1,3,2,9.419,7.9690003,0.5,28.091534,239.16223,54.36,0,1,3,2
1,3,3,9.3689995,7.869,0.7,27.532352,242.76494,52.199997,0,1,3,3
1,3,4,9.719,7.519,0,28.820242,244.07515,52.199997,0,1,3,4
1,3,5,9.169,6.519,0,29.168886,245.96571,53.639996,0,1,3,5
1,3,6,9.419,6.669,0,31.581665,245.77226,55.079998,0,1,3,6
1,3,7,9.469,6.869,0,29.308508,242.176,54.719997,0,1,3,7
1,3,8,9.419,6.769,0,31.722925,242.27184,55.079998,0,1,3,8
1,3,9,9.6189995,6.9690003,0,31.877792,243.14566,57.6,1,1,3,9
1,3,10,10.1189995,7.019,0,34.45484,243.97047,57.96,1,1,3,10
1,3,11,9.719,6.7190003,0.3,36.55906,244.94905,64.799995,1,1,3,11
1,3,12,10.269,7.169,0,26.427528,245.87901,64.799995,1,1,3,12
1,3,13,10.169,7.769,0.1,26.282465,256.5348,51.839996,1,1,3,13
1,3,14,10.318999,7.4690003,0.1,26.121714,262.8751,49.32,1,1,3,14
1,3,15,9.919,7.119,0,23.857979,264.80566,45.36,1,1,3,15
1,3,16,9.1189995,6.8190002,0,20.5484,266.98727,41.399998,1,1,3,16
1,3,17,8.669,6.8190002,0,18.775301,265.60138,35.64,0,1,3,17
1,3,18,8.3689995,6.419,0,20.5484,266.98727,35.28,0,1,3,18
1,3,19,8.469,6.3190002,0,21.611998,271.90912,37.44,0,1,3,19
1,3,20,7.919,6.169,0,21.9718,271.87784,37.8,0,1,3,20
1,3,21,7.619,6.0690002,0,21.626984,272.86234,38.16,0,1,3,21
1,3,22,7.619,6.019,0,19.8,270,37.44,0,1,3,22
1,3,23,7.4690003,5.9690003,0,21.316135,265.1561,36.719997,0,1,3,23
1,4,0,7.769,5.769,0,24.50381,267.47394,41.760002,0,1,4,0
1,4,1,8.219,5.369,0,24.482647,269.1575,42.839996,0,1,4,1
1,4,2,7.919,5.119,0,23.803596,266.53183,42.48,0,1,4,2
1,4,3,7.4690003,4.519,0,20.892412,268.02512,41.039997,0,1,4,3
1,4,4,6.919,4.019,0,18.03237,266.56644,36,0,1,4,4
1,4,5,6.4690003,3.619,0,16.199999,270,31.319998,0,1,4,5
1,4,6,6.2190003,3.319,0,15.496736,267.33704,28.08,0,1,4,6
1,4,7,5.9690003,3.569,0,12.57426,256.75946,26.28,0,1,4,7
1,4,8,5.919,3.619,0,11.177405,255.06853,21.24,0,1,4,8
1,4,9,6.269,4.0690002,0,7.072878,255.2564,18.72,1,1,4,9
1,4,10,8.019,5.119,0,7.386582,226.97493,12.24,1,1,4,10
1,4,11,8.969,5.869,0,6.12,180,11.879999,1,1,4,11
1,4,12,9.219,6.2190003,0.1,9.504272,142.69597,15.4800005,1,1,4,12
1,4,13,8.6189995,7.369,1.1,12.287555,148.17259,21.96,1,1,4,13
1,4,14,8.919,7.7190003,2.9,13.276144,130.60121,24.119999,1,1,4,14
1,4,15,8.568999,7.619,3.3,21.068459,109.98319,34.2,1,1,4,15
1,4,16,8.6189995,7.769,5.8,29.257614,108.65798,54.36,1,1,4,16
1,4,17,9.568999,8.6189995,6.1,20.68356,148.52321,50.76,0,1,4,17
1,4,18,10.669,8.568999,1.2,35.772484,200.62361,61.199997,0,1,4,18
1,4,19,9.568999,7.919,0.5,23.263912,201.80147,60.120003,0,1,4,19
1,4,20,9.269,7.769,0,22.881958,204.14554,41.039997,0,1,4,20
1,4,21,9.019,8.169,1.4,12.475961,223.83095,38.16,0,1,4,21
1,4,22,6.0690002,5.3190002,1.6,24.490587,358.31534,38.88,0,1,4,22
1,4,23,4.769,3.619,1.1,27.897097,340.3958,49.32,0,1,4,23
1,5,0,4.669,3.569,0.6,32.949345,326.13626,59.039997,0,1,5,0
1,5,1,5.2190003,3.7689998,1.1,32.90408,306.99536,60.839996,0,1,5,1
1,5,2,5.5690002,3.919,0.6,28.40124,300.46545,57.6,0,1,5,2
1,5,3,5.519,4.3190002,0.3,23.263912,291.80148,49.32,0,1,5,3
1,5,4,5.519,4.369,0.2,21.2522,296.13095,40.32,0,1,5,4
1,5,5,5.3190002,4.0690002,0.1,18.792551,290.17075,37.079998,0,1,5,5
1,5,6,5.019,3.919,0,17.462782,284.32275,32.399998,0,1,5,6
1,5,7,4.769,3.669,0,16.418526,285.25516,30.239998,0,1,5,7
1,5,8,4.4690003,3.2189999,0,15.629971,284.67642,28.44,0,1,5,8
1,5,9,4.419,3.0189998,0,14.799459,288.43503,27,1,1,5,9
1,5,10,5.0690002,3.419,0,14.336861,298.49554,25.199999,1,1,5,10
1,5,11,6.119,3.369,0,16.323528,311.42358,29.88,1,1,5,11
1,5,12,6.669,3.869,0,15.546833,312.18436,30.239998,1,1,5,12
1,5,13,7.119,3.819,0,17.208603,322.65057,33.839996,1,1,5,13
1,5,14,7.269,3.7689998,0,15.629971,321.54626,31.68,1,1,5,14
1,5,15,6.9690003,3.9689999,0,11.966954,313.7812,28.08,1,1,5,15
1,5,16,6.2190003,3.7689998,0,9,306.86996,20.519999,1,1,5,16
1,5,17,4.669,3.319,0,8.942214,310.10083,15.4800005,0,1,5,17
1,5,18,4.369,3.2689998,0,8.669949,311.63345,15.4800005,0,1,5,18
1,5,19,4.019,3.2189999,0,8.669949,311.63345,15.119999,0,1,5,19
1,5,20,4.419,3.619,0,9.504272,322.69595,16.199999,0,1,5,20
1,5,21,3.919,3.2189999,0,8.39657,329.03632,16.199999,0,1,5,21
1,5,22,4.3190002,3.569,0,8.78872,325.0079,15.119999,0,1,5,22
1,5,23,4.119,3.369,0,8.891343,328.24057,15.119999,0,1,5,23
1,6,0,3.669,2.869,0,8.4963045,323.61554,15.4800005,0,1,6,0
1,6,1,4.169,3.2189999,0,12.074766,333.43503,20.519999,0,1,6,1
1,6,2,4.019,3.0189998,0,11.770403,336.5713,20.519999,0,1,6,2
1,6,3,3.869,2.869,0,11.113451,335.09525,20.519999,0,1,6,3
1,6,4,3.669,2.7189999,0,11.631956,338.19852,19.44,0,1,6,4
1,6,5,3.7189999,2.869,0,11.792404,347.66092,20.880001,0,1,6,5
1,6,6,3.919,3.2189999,0,12.758432,343.61038,21.96,0,1,6,6
1,6,7,4.119,3.4689999,0,13.009903,345.5792,22.68,0,1,6,7
1,6,8,4.5690002,3.619,0,12.758432,343.61038,22.68,0,1,6,8
1,6,9,4.9690003,3.669,0,12.9249525,347.125,22.68,1,1,6,9
1,6,10,5.419,3.619,0,12.849528,348.6901,23.039999,1,1,6,10
1,6,11,5.9690003,3.5189998,0,14.264361,349.82455,25.919998,1,1,6,11
1,6,12,6.519,3.369,0,16.167967,348.4399,28.8,1,1,6,12
1,6,13,6.7190003,3.419,0,16.65754,353.79663,31.68,1,1,6,13
1,6,14,6.669,3.2689998,0,17.106628,351.52893,30.599998,1,1,6,14
1,6,15,6.169,3.0189998,0,13.5515,343.0091,31.68,1,1,6,15
1,6,16,5.019,2.4689999,0,11.91812,334.98312,23.759998,1,1,6,16
1,6,17,3.919,2.169,0,13.0447235,332.02063,22.68,0,1,6,17
1,6,18,3.569,2.069,0,14.118243,340.6409,24.84,0,1,6,18
1,6,19,2.669,1.6190001,0,12.144331,348.0239,24.48,0,1,6,19
1,6,20,2.369,1.419,0,12.6462,355.10098,21.24,0,1,6,20
1,6,21,2.319,1.419,0,12.605142,358.36346,21.96,0,1,6,21
1,6,22,2.069,1.319,0,12.324414,353.29025,21.599998,0,1,6,22
1,6,23,2.169,1.469,0,13.363711,355.36462,23.039999,0,1,6,23
1,7,0,1.969,1.269,0,11.5199995,360,23.039999,0,1,7,0
1,7,1,3.5189998,2.4689999,0,13.339445,356.906,23.759998,0,1,7,1
1,7,2,4.2190003,2.7689998,0,14.869351,6.9528637,25.56,0,1,7,2
1,7,3,4.2190003,2.2189999,0,16.766108,14.931467,28.8,0,1,7,3
1,7,4,3.419,0.86899996,0,16.516901,16.46009,29.16,0,1,7,4
1,7,5,2.619,-0.381,0,17.163355,9.659832,29.88,0,1,7,5
1,7,6,1.969,-1.181,0,17.057314,7.274921,29.88,0,1,7,6
1,7,7,1.719,-1.731,0,17.414476,7.12493,30.599998,0,1,7,7
1,7,8,1.469,-1.8809999,0,18.584509,8.914849,32.039997,0,1,7,8
1,7,9,1.8690001,-1.231,0,20.12461,10.304792,34.92,1,1,7,9
1,7,10,3.0189998,-0.531,0,22.702845,14.697369,38.88,1,1,7,10
1,7,11,3.7689998,0.119,0,22.768398,18.435053,43.56,1,1,7,11
1,7,12,4.269,-0.181,0,24.490585,24.304548,45.719997,1,1,7,12
1,7,13,4.8190002,-0.831,0,24.482647,19.767267,44.639996,1,1,7,13
1,7,14,4.669,-1.231,0,24.20314,22.751022,43.92,1,1,7,14
1,7,15,4.169,-1.081,0,22.077717,24.05735,42.839996,1,1,7,15
1,7,16,3.119,-1.6309999,0,20.275385,16.504446,38.519997,1,1,7,16
1,7,17,2.4689999,-2.181,0,19.829433,15.802589,35.64,0,1,7,17
1,7,18,2.4689999,-2.4810002,0,20.275385,16.504446,35.28,0,1,7,18
1,7,19,2.7689998,-2.081,0,21.325253,21.801476,37.079998,0,1,7,19
1,7,20,3.069,-1.231,0,21.749483,28.68606,38.519997,0,1,7,20
1,7,21,2.2189999,-1.231,0,19.164717,28.009092,38.16,0,1,7,21
1,7,22,2.319,-1.281,0,18.775303,32.471172,33.12,0,1,7,22
1,7,23,2.319,-0.931,0,19.878391,35.417145,34.56,0,1,7,23
1,8,0,2.419,-1.031,0,17.826363,43.36347,34.56,0,1,8,0
1,8,1,2.169,-1.731,0,18,53.13002,32.760002,0,1,8,1
1,8,2,1.8690001,-2.581,0,14.799459,48.94529,31.319998,0,1,8,2
1,8,3,1.419,-2.7310002,0,14.186923,35.706783,25.919998,0,1,8,3
1,8,4,1.419,-2.931,0,15.0038395,30.256361,25.56,0,1,8,4
1,8,5,1.8690001,-2.9810002,0,17.373497,34.019398,29.88,0,1,8,5
1,8,6,1.719,-2.681,0,19.878391,35.417145,34.2,0,1,8,6
1,8,7,1.719,-2.681,0,21.67786,35.537766,37.44,0,1,8,7
1,8,8,1.119,-3.0310001,0,21.385939,36.098385,37.8,0,1,8,8
1,8,9,1.169,-2.931,0,21.470612,34.75598,37.079998,1,1,8,9
1,8,10,2.169,-2.681,0,23.4,36.86999,42.12,1,1,8,10
1,8,11,2.919,-1.9810001,0,20.570463,32.85573,44.28,1,1,8,11
1,8,12,2.369,-1.031,0.1,23.269482,55.080532,44.28,1,1,8,12
1,8,13,2.4689999,-1.031,0.20000002,18.079027,54.727493,39.6,1,1,8,13
1,8,14,2.619,-1.681,0,19.61587,42.768803,36,1,1,8,14
1,8,15,1.919,-1.6309999,0,19.64228,41.28462,36.719997,1,1,8,15
1,8,16,0.969,-1.8809999,0.1,21.203358,49.820835,37.8,1,1,8,16
1,8,17,0.419,-2.5310001,0,19.35314,46.507374,36.719997,0,1,8,17
1,8,18,0.269,-2.5310001,0,16.299694,43.210114,33.839996,0,1,8,18
1,8,19,0.669,-2.931,0,16.375053,56.659275,28.8,0,1,8,19
1,8,20,0.669,-4.331,0,18.35647,64.440094,31.68,0,1,8,20
1,8,21,0.61899996,-4.381,0,18.03237,63.946568,32.760002,0,1,8,21
1,8,22,0.669,-3.8810003,0,16.87398,56.309914,31.319998,0,1,8,22
1,8,23,0.519,-4.4309998,0,18.218275,60.39565,31.319998,0,1,8,23
1,9,0,0.319,-5.131,0,20.291357,64.79892,35.28,0,1,9,0
1,9,1,0.819,-4.481,0,18.847641,61.47699,33.12,0,1,9,1
1,9,2,0.719,-4.2809997,0,19.513195,60.124096,33.48,0,1,9,2
1,9,3,0.569,-4.2809997,0,20.12461,63.435013,34.92,0,1,9,3
1,9,4,0.219,-4.331,0,20.288164,62.525658,35.28,0,1,9,4
1,9,5,-0.13100001,-4.2809997,0,20.774214,62.10283,36,0,1,9,5
1,9,6,-0.281,-4.1809998,0,21.897945,62.59251,37.8,0,1,9,6
1,9,7,-0.281,-4.2809997,0,22.73707,66.682274,39.239998,0,1,9,7
1,9,8,-0.63100004,-4.5309997,0,21.575987,64.2901,39.239998,0,1,9,8
1,9,9,-0.63100004,-4.2809997,0,21.434364,60.852028,37.44,1,1,9,9
1,9,10,0.069,-3.631,0,22.238562,60.94549,39.6,1,1,9,10
1,9,11,1.069,-3.831,0,29.46947,64.68715,49.68,1,1,9,11
1,9,12,1.669,-3.831,0,27.890127,66.412964,52.92,1,1,9,12
1,9,13,3.7689998,-1.281,0,23.710857,59.93151,45.719997,1,1,9,13
1,9,14,3.819,-1.581,0,25.570139,54.743572,45,1,1,9,14
1,9,15,3.169,-1.731,0,26.758923,47.72637,47.16,1,1,9,15
1,9,16,1.969,-2.2310002,0,25.711662,45.5672,46.8,1,1,9,16
1,9,17,1.019,-2.581,0,24.798225,50.300972,44.639996,0,1,9,17
1,9,18,0.61899996,-2.4810002,0,25.35637,51.34017,45,0,1,9,18
1,9,19,0.61899996,-2.831,0,23.664352,56.793423,44.639996,0,1,9,19
1,9,20,0.569,-3.0310001,0,23.219301,60.255207,41.399998,0,1,9,20
1,9,21,0.319,-3.431,0,23.667091,63.82477,41.039997,0,1,9,21
1,9,22,-0.231,-4.1809998,0,22.218153,63.019848,41.039997,0,1,9,22
1,9,23,-0.681,-4.881,0,21.120682,60.376347,39.239998,0,1,9,23
1,10,0,-1.031,-5.4309998,0,20.073025,57.45001,36.719997,0,1,10,0
1,10,1,-0.081,-4.631,0,16.263872,62.30063,31.68,0,1,10,1
1,10,2,-0.98099995,-4.7809997,0,14.8257065,60.94549,28.44,0,1,10,2
1,10,3,-1.331,-4.4309998,0,14.57889,57.094753,25.919998,0,1,10,3
1,10,4,-1.581,-4.081,0,14.618837,52.001225,25.56,0,1,10,4
1,10,5,-1.681,-3.931,0,15.580141,49.68598,27,0,1,10,5
1,10,6,-1.681,-3.7810001,0,15.856354,50.52757,27.72,0,1,10,6
1,10,7,-1.681,-3.431,0,15.349684,50.710617,27.359999,0,1,10,7
1,10,8,-1.331,-2.9810002,0,14.799459,48.94529,27,0,1,10,8
1,10,9,-0.531,-2.431,0,15.03835,47.91091,25.56,1,1,10,9
1,10,10,1.169,-1.9810001,0,19.586119,53.972538,36,1,1,10,10
1,10,11,2.369,-1.3809999,0,20.08916,53.74608,37.079998,1,1,10,11
1,10,12,3.2189999,-1.581,0,22.828087,52.045715,45.36,1,1,10,12
1,10,13,4.4690003,-0.48099998,0,20.969807,34.50859,46.079998,1,1,10,13
1,10,14,4.369,-0.8809999,0,21.566973,33.42483,39.239998,1,1,10,14
1,10,15,3.819,-1.081,0,20.00512,30.256361,38.16,1,1,10,15
1,10,16,2.919,-2.0310001,0,20.188908,31.138918,35.64,1,1,10,16
1,10,17,2.569,-2.7810001,0,21.028437,38.047092,36.719997,0,1,10,17
1,10,18,2.5189998,-2.331,0,20.620804,45.707233,36.719997,0,1,10,18
1,10,19,2.069,-1.481,0,19.513195,52.495785,36.36,0,1,10,19
1,10,20,1.469,-1.3809999,0,17.287498,58.627052,34.2,0,1,10,20
1,10,21,0.86899996,-1.831,0,14.973577,62.818974,29.88,0,1,10,21
1,10,22,0.519,-2.331,0,14.021525,60.802605,25.919998,0,1,10,22
1,10,23,-0.331,-3.081,0,14.336861,61.504463,24.84,0,1,10,23
1,11,0,-1.031,-3.931,0,14.386494,58.29862,25.199999,0,1,11,0
1,11,1,-1.781,-4.581,0,11.808878,52.431335,24.119999,0,1,11,1
1,11,2,-2.181,-4.4309998,0,11.246759,39.805527,20.519999,0,1,11,2
1,11,3,-2.2310002,-4.131,0,11.246759,39.805527,19.44,0,1,11,3
1,11,4,-2.131,-3.7810001,0,11.090103,35.75398,19.8,0,1,11,4
1,11,5,-2.0310001,-3.431,0,12.55879,27.29949,21.24,0,1,11,5
1,11,6,-1.781,-2.931,0,14.007655,25.90646,23.4,0,1,11,6
1,11,7,-1.481,-2.4810002,0,15.496736,30.735416,26.28,0,1,11,7
1,11,8,-1.281,-2.331,0,15.778516,34.777905,27,0,1,11,8
1,11,9,-0.48099998,-1.681,0,16.575644,34.3804,28.08,1,1,11,9
1,11,10,0.969,-0.581,0,16.434305,28.810698,29.16,1,1,11,10
1,11,11,2.369,0.119,0,18.359999,28.072395,32.039997,1,1,11,11
1,11,12,3.4689999,0.569,0,19.022177,29.475794,33.839996,1,1,11,12
1,11,13,4.2190003,0.469,0,24.482647,36.027473,45,1,1,11,13
1,11,14,4.019,0.569,0,24.514387,29.953526,43.56,1,1,11,14
1,11,15,3.7189999,0.069,0,23.090569,30.963696,44.639996,1,1,11,15
1,11,16,3.419,0.169,0,18.39878,30.579157,39.96,1,1,11,16
1,11,17,3.619,0.61899996,0,16.375053,33.340725,31.319998,0,1,11,17
1,11,18,4.119,1.519,0,15.990646,31.184912,28.44,0,1,11,18
1,11,19,4.4690003,2.419,0,15.463246,24.775122,27.359999,0,1,11,19
1,11,20,4.519,2.819,0,16.58346,27.121223,28.8,0,1,11,20
1,11,21,4.5690002,2.7689998,0,15.94601,28.30066,28.8,0,1,11,21
1,11,22,4.869,2.7689998,0,15.496736,30.735416,27.72,0,1,11,22
1,11,23,5.019,3.069,0,13.849477,27.897186,26.28,0,1,11,23
1,12,0,5.019,3.319,0,14.336861,28.495539,24.48,0,1,12,0
1,12,1,4.3190002,2.569,0,11.298495,22.47948,23.4,0,1,12,1
1,12,2,4.419,2.7689998,0,13.207634,17.447285,22.319998,0,1,12,2
1,12,3,4.4690003,2.419,0,14.8257065,29.054508,26.64,0,1,12,3
1,12,4,4.269,1.819,0,15.141414,28.392921,25.919998,0,1,12,4
1,12,5,4.169,1.819,0,17.414474,29.744795,29.88,0,1,12,5
1,12,6,3.869,1.6190001,0,16.489416,36.11944,30.960001,0,1,12,6
1,12,7,4.019,1.719,0,13.684735,35.362556,28.44,0,1,12,7
1,12,8,4.169,1.919,0,12.7279215,28.739704,23.4,0,1,12,8
1,12,9,4.5690002,2.2689998,0,13.584932,32.005356,23.039999,1,1,12,9
1,12,10,5.369,2.4689999,0,15.281989,43.09086,27.359999,1,1,12,10
1,12,11,5.8190002,2.419,0.1,19.406637,49.51408,33.48,1,1,12,11
1,12,12,6.2190003,2.119,0,17.49615,53.3658,35.28,1,1,12,12
1,12,13,5.869,2.169,0,16.548256,44.118694,32.039997,1,1,12,13
1,12,14,6.119,2.119,0,15.546833,47.815628,29.16,1,1,12,14
1,12,15,6.019,2.4689999,0,10.44,46.39711,27.72,1,1,12,15
1,12,16,5.7190003,2.569,0,8.4963045,36.38445,18,1,1,12,16
1,12,17,4.9690003,2.669,0,8.587338,33.023872,14.759999,0,1,12,17
1,12,18,4.7190003,2.7689998,0,9.19939,30.579157,15.84,0,1,12,18
1,12,19,4.669,2.919,0,8.209263,37.875053,15.84,0,1,12,19
1,12,20,4.619,3.0189998,0,7.127636,44.999897,14.04,0,1,12,20
1,12,21,3.819,3.0189998,0,5.692099,34.69522,11.879999,0,1,12,21
1,12,22,3.669,2.9689999,0,6.519877,6.3401003,10.799999,0,1,12,22
1,12,23,3.2189999,2.669,0,5.04,360,11.159999,0,1,12,23
1,13,0,3.0189998,2.619,0,3.9763298,354.80566,8.64,0,1,13,0
1,13,1,2.919,2.619,0,7.208994,357.13766,12.24,0,1,13,1
1,13,2,3.069,2.619,0,8.287822,357.5105,14.04,0,1,13,2
1,13,3,2.869,2.419,0,8.64,360,14.4,0,1,13,3
1,13,4,3.0189998,2.069,0,7.928178,357.3975,15.4800005,0,1,13,4
1,13,5,2.819,1.469,0,7.2,360,13.32,0,1,13,5
1,13,6,2.7689998,0.519,0,9.028754,4.5738406,14.759999,0,1,13,6
1,13,7,2.4689999,0.419,0,13.493999,9.210952,21.96,0,1,13,7
1,13,8,2.4689999,0.569,0,12.620554,3.2704222,24.119999,0,1,13,8
1,13,9,2.569,0.519,0,11.525623,1.7898695,21.599998,1,1,13,9
1,13,10,3.069,0.469,0,6.379216,343.61038,20.519999,1,1,13,10
1,13,11,3.7189999,0.819,0,5.904439,322.43134,13.679999,1,1,13,11
1,13,12,4.419,0.719,0,7.9932966,305.83774,17.64,1,1,13,12
1,13,13,3.7689998,0.519,0,9.19939,329.42084,19.44,1,1,13,13
1,13,14,3.7689998,0.069,0,7.5685663,334.65387,19.08,1,1,13,14
1,13,15,3.619,-0.181,0,5.8048253,330.25522,15.84,1,1,13,15
1,13,16,2.619,0.569,0,4.39436,304.9921,11.5199995,1,1,13,16
1,13,17,1.419,-0.13100001,0,5.1165614,320.7106,6.12,0,1,13,17
1,13,18,0.519,-0.581,0,4.73506,351.2539,8.28,0,1,13,18
1,13,19,0.569,-0.231,0,4.6938252,4.398633,8.64,0,1,13,19
1,13,20,1.019,0.36900002,0,5.00128,329.74365,8.64,0,1,13,20
1,13,21,1.469,0.669,0,3.2399998,270,6.12,0,1,13,21
1,13,22,1.269,0.519,0,2.4149535,206.56499,3.96,0,1,13,22
1,13,23,1.219,0.419,0,3.319036,229.39879,5.3999996,0,1,13,23
1,14,0,1.569,0.519,0,6.6087217,240.64233,10.440001,0,1,14,0
1,14,1,1.419,0.36900002,0,4.1046314,254.74483,7.2,0,1,14,1
1,14,2,1.119,0.219,0,6.379216,286.38962,7.92,0,1,14,2
1,14,3,1.069,0.018999994,0,5.771239,273.57626,8.64,0,1,14,3
1,14,4,0.969,0.069,0,5.506941,258.6901,7.2,0,1,14,4
1,14,5,1.719,0.61899996,0,5.315336,298.30066,8.64,0,1,14,5
1,14,6,1.969,0.919,0,7.2359104,275.7105,11.5199995,0,1,14,6
1,14,7,2.119,1.119,0,8.707238,262.8751,14.04,0,1,14,7
1,14,8,2.069,1.219,0,9.72,270,16.56,0,1,14,8
1,14,9,1.519,0.86899996,0,9.565437,289.79895,16.56,1,1,14,9
1,14,10,2.7189999,1.419,0,10.495713,292.16638,19.08,1,1,14,10
1,14,11,4.0690002,2.319,0,10.105681,274.08554,20.16,1,1,14,11
1,14,12,5.2190003,2.569,0,13.32,288.92474,24.119999,1,1,14,12
1,14,13,5.619,2.569,0,13.0447235,297.97937,23.759998,1,1,14,13
1,14,14,5.869,2.169,0,14.336861,298.49554,27,1,1,14,14
1,14,15,5.769,1.919,0,13.237039,292.3802,26.64,1,1,14,15
1,14,16,4.369,1.6190001,0,9.178235,295.5599,22.68,1,1,14,16
1,14,17,2.619,1.069,0,9.114471,279.09018,15.4800005,0,1,14,17
1,14,18,4.019,1.719,0,13.493999,279.21094,21.96,0,1,14,18
1,14,19,3.4689999,1.819,0,13.441071,290.37653,23.4,0,1,14,19
1,14,20,3.619,1.969,0,14.186923,305.7068,24.48,0,1,14,20
1,14,21,4.019,1.919,0,11.988594,311.3477,24.119999,0,1,14,21
1,14,22,4.019,1.269,0,12.496718,318.50363,21.24,0,1,14,22
1,14,23,1.8690001,0.018999994,0,12.387348,324.46225,21.599998,0,1,14,23
1,15,0,0.419,-0.8809999,0,11.525623,321.34018,21.599998,0,1,15,0
1,15,1,0.319,-0.681,0,12.229406,317.38596,20.880001,0,1,15,1
1,15,2,-0.381,-1.281,0,10.703569,312.27362,20.880001,0,1,15,2
1,15,3,-0.931,-1.8809999,0,10.97262,311.009,18.359999,0,1,15,3
1,15,4,-1.181,-2.381,0,11.988594,311.3477,20.16,0,1,15,4
1,15,5,-0.331,-1.831,0,10.691453,315.0001,21.599998,0,1,15,5
1,15,6,1.069,-0.8809999,0,13.513193,311.7602,22.68,0,1,15,6
1,15,7,-0.081,-1.3809999,0,12.218805,315.0001,23.039999,0,1,15,7
1,15,8,-1.031,-2.4810002,0,11.966954,313.7812,21.24,1,1,15,8
